program_id;overlap_count;jaccard_index
5867;17;0.7391
6939;17;0.7391
14091;20;0.9524
30173;20;0.9524
53726;17;0.7727
60880;17;0.7727
60882;17;0.6800
62096;17;0.7727
71555;18;0.7826
71556;18;0.7826
73627;16;0.6400
79929;17;0.7083
92435;18;0.8182
98764;18;0.8182
100021;18;0.8182
103890;18;0.7826
108217;17;0.7083
153082;17;0.7391
153083;17;0.7391
153238;17;0.7727
162177;16;0.6957
169651;16;0.6400
178741;16;0.6957
228593;17;0.7727
228698;17;0.7391
228718;16;0.6667
241082;17;0.7391
258187;20;0.9524
307826;17;0.7391
