program_id;overlap_count;jaccard_index
2144;19;0.9048
5099;17;0.7083
5122;18;0.8182
5124;16;0.6154
7520;17;0.6800
7522;18;0.8182
24893;17;0.7083
24897;19;0.8261
24904;16;0.6154
24905;16;0.6154
24910;18;0.7826
30433;19;0.8261
34934;17;0.7391
39949;18;0.8182
45410;17;0.7391
55131;19;0.9048
61241;18;0.7826
68229;18;0.8182
68231;17;0.7391
87370;17;0.6800
87915;17;0.7083
88879;17;0.6800
89033;16;0.6154
89217;17;0.7727
90614;16;0.6400
90670;18;0.7500
92168;18;0.8182
92178;18;0.8182
93191;18;0.8182
93350;18;0.8182
94657;18;0.8182
95278;16;0.6667
97538;16;0.6957
97539;19;0.9048
100201;18;0.8182
102342;16;0.6154
102656;17;0.7083
102686;18;0.7826
102700;17;0.7727
102711;18;0.7826
102721;18;0.7826
102732;18;0.8182
102734;18;0.8182
102768;18;0.7826
105042;18;0.8182
105126;18;0.8182
105127;18;0.8182
105135;18;0.7826
107003;18;0.8182
107006;18;0.8182
107181;18;0.8182
107304;17;0.7727
107305;18;0.7826
107306;18;0.7500
107960;17;0.7727
107992;18;0.7500
107994;18;0.7826
108187;18;0.7500
108232;18;0.7826
108724;18;0.7826
108725;18;0.7826
108727;17;0.7391
108856;18;0.8182
108977;18;0.7826
111230;19;0.8261
111367;16;0.6154
111369;18;0.7826
123365;18;0.8182
126785;16;0.6400
127575;18;0.7500
127576;18;0.8182
132231;18;0.8182
132232;18;0.8182
132233;18;0.8182
132235;18;0.8182
138620;17;0.7391
138625;18;0.8182
138629;18;0.8182
138630;18;0.7826
138633;18;0.8182
138638;18;0.8182
138640;18;0.8182
138918;18;0.7500
139483;18;0.7826
139487;17;0.7727
139527;18;0.7826
139528;18;0.7826
139529;16;0.6400
139530;17;0.6800
139531;18;0.7826
139532;18;0.7826
140371;18;0.8182
140372;18;0.8182
140373;18;0.8182
140375;18;0.8182
140540;18;0.7500
140541;18;0.8182
140542;18;0.8182
140543;18;0.8182
140545;18;0.8182
141195;18;0.8182
141196;18;0.8182
141849;17;0.7727
141850;18;0.8182
141851;18;0.8182
141852;18;0.8182
141853;18;0.8182
141854;18;0.8182
141855;18;0.8182
141856;18;0.8182
141857;18;0.7500
141865;18;0.8182
141872;18;0.8182
141874;18;0.7500
141876;18;0.8182
141877;18;0.7500
141878;18;0.8182
141879;18;0.8182
141882;18;0.8182
141883;18;0.8182
141884;18;0.8182
141885;18;0.8182
141886;18;0.8182
141889;18;0.8182
141890;18;0.8182
141891;18;0.8182
141892;18;0.8182
141896;18;0.8182
141909;18;0.7500
141910;18;0.7500
141912;18;0.7500
141914;18;0.7500
141915;18;0.8182
141917;18;0.7826
141919;18;0.8182
141921;18;0.8182
141922;18;0.8182
141932;18;0.8182
141933;18;0.7500
141934;18;0.8182
141935;18;0.8182
141937;18;0.8182
141939;18;0.8182
141940;18;0.8182
141941;18;0.8182
141942;18;0.8182
141943;18;0.7500
141952;18;0.8182
141953;18;0.8182
141954;18;0.8182
141955;18;0.8182
141957;18;0.8182
141958;18;0.8182
141959;18;0.8182
141960;18;0.8182
141961;18;0.8182
141962;18;0.8182
141963;18;0.8182
141968;18;0.8182
141970;18;0.8182
141971;18;0.8182
141972;18;0.8182
141973;18;0.8182
141974;18;0.8182
141985;18;0.7500
141986;18;0.7500
141987;18;0.8182
141988;18;0.8182
141989;18;0.7826
141990;18;0.7500
141991;18;0.8182
141992;18;0.7500
141993;18;0.8182
141994;18;0.8182
141995;18;0.8182
141996;18;0.8182
141998;18;0.8182
141999;18;0.8182
142000;18;0.8182
142013;18;0.8182
142014;18;0.8182
142015;18;0.8182
142016;18;0.8182
142020;18;0.8182
142021;18;0.7826
142027;18;0.8182
142038;18;0.8182
142039;18;0.8182
142040;18;0.8182
142044;18;0.8182
142056;18;0.8182
142057;18;0.8182
142059;18;0.8182
142060;18;0.8182
142061;18;0.8182
142062;18;0.7826
142072;18;0.8182
142083;18;0.8182
142085;18;0.8182
142087;18;0.8182
142088;18;0.8182
142089;18;0.8182
142090;18;0.8182
142091;18;0.8182
142092;18;0.8182
142103;18;0.8182
142104;18;0.8182
142105;18;0.8182
142106;18;0.8182
142107;18;0.8182
142108;18;0.8182
152680;18;0.8571
153355;18;0.7826
153766;18;0.8182
154610;18;0.7826
155937;18;0.7826
155942;17;0.7083
156287;17;0.7083
157201;18;0.8182
158614;18;0.7826
158791;18;0.7826
158806;16;0.6400
168539;18;0.8182
177965;18;0.8182
178389;18;0.8182
185382;16;0.6154
186304;18;0.8182
214151;18;0.8182
215667;17;0.7083
215761;18;0.7826
280084;17;0.7083
