program_id;overlap_count;signature_length;jaccard_index
2260;3;30;0.1000
3153;3;30;0.1000
5679;3;30;0.1000
6308;3;30;0.1000
6497;3;30;0.1000
7423;3;30;0.1000
8859;3;30;0.1000
10131;3;30;0.1000
14284;3;30;0.1000
23523;3;30;0.1000
24701;3;30;0.1000
30139;3;30;0.1000
35004;3;30;0.1000
39164;3;30;0.1000
39733;3;30;0.1000
40766;3;30;0.1000
46897;3;30;0.1000
47384;3;30;0.1000
47388;3;30;0.1000
47396;3;30;0.1000
47925;3;30;0.1000
48570;3;30;0.1000
57040;3;30;0.1000
57041;3;30;0.1000
62068;3;30;0.1000
62378;3;30;0.1000
63657;3;30;0.1000
66885;3;30;0.1000
70820;3;30;0.1000
73136;3;30;0.1000
73802;3;30;0.1000
73806;3;30;0.1000
73807;3;30;0.1000
73811;3;30;0.1000
75526;3;30;0.1000
80084;3;30;0.1000
80353;3;30;0.1000
81002;3;30;0.1000
81011;3;30;0.1000
87231;3;30;0.1000
91344;3;30;0.1000
92390;3;30;0.1000
92405;3;30;0.1000
97454;3;30;0.1000
100795;3;30;0.1000
100876;3;30;0.1000
102566;3;30;0.1000
104762;3;30;0.1000
104763;3;30;0.1000
108035;3;30;0.1000
111454;3;30;0.1000
119959;3;30;0.1000
124115;3;30;0.1000
124297;3;30;0.1000
128922;3;30;0.1000
131410;3;30;0.1000
133063;3;30;0.1000
138010;3;30;0.1000
143544;3;30;0.1000
155124;3;30;0.1000
160668;3;30;0.1000
162194;3;30;0.1000
163369;3;30;0.1000
163371;3;30;0.1000
163372;3;30;0.1000
163377;3;30;0.1000
163468;3;30;0.1000
163489;3;30;0.1000
175968;3;30;0.1000
179627;3;30;0.1000
180617;3;30;0.1000
183228;3;30;0.1000
188220;3;30;0.1000
192969;3;30;0.1000
192971;3;30;0.1000
209302;3;30;0.1000
209675;3;30;0.1000
209723;3;30;0.1000
209724;3;30;0.1000
209725;3;30;0.1000
210729;3;30;0.1000
211253;3;30;0.1000
212530;3;30;0.1000
220464;3;30;0.1000
225373;3;30;0.1000
227547;3;30;0.1000
231821;3;30;0.1000
243887;3;30;0.1000
258115;3;30;0.1000
259368;3;30;0.1000
273832;3;30;0.1000
278545;3;30;0.1000
293821;3;30;0.1000
322327;3;30;0.1000
332147;3;30;0.1000
332182;3;30;0.1000
335690;3;30;0.1000
336692;3;30;0.1000
344587;3;30;0.1000
346403;3;30;0.1000
